Cluster Num,Representative,Member,RFAM family,Organism,Location,Length
751,"hsa_ires_00513.1|Homo sapiens (human)|chr22:42,636,799-42,646,950-","hsa_ires_00513.1|Homo sapiens (human)|chr22:42,636,799-42,646,950-",,Homo sapiens (human),"chr22:42,636,799-42,646,950-",174
752,"hsa_ires_00545.1|Homo sapiens (human)|chr4:6,640,689-6,640,862+","hsa_ires_00545.1|Homo sapiens (human)|chr4:6,640,689-6,640,862+",,Homo sapiens (human),"chr4:6,640,689-6,640,862+",174
753,"hsa_ires_00577.1|Homo sapiens (human)|chrX:71,068,299-71,073,426-","hsa_ires_00577.1|Homo sapiens (human)|chrX:71,068,299-71,073,426-",,Homo sapiens (human),"chrX:71,068,299-71,073,426-",174
754,"hsa_ires_00609.1|Homo sapiens (human)|chr8:92,062,553-92,062,751-","hsa_ires_00609.1|Homo sapiens (human)|chr8:92,062,553-92,062,751-",,Homo sapiens (human),"chr8:92,062,553-92,062,751-",199
754,"hsa_ires_00609.1|Homo sapiens (human)|chr8:92,062,553-92,062,751-",MTG8a|Homo sapiens,,Homo sapiens (human),,199
755,"hsa_ires_00641.1|Homo sapiens (human)|chr20:54,173,580-54,173,977-","hsa_ires_00641.1|Homo sapiens (human)|chr20:54,173,580-54,173,977-",,Homo sapiens (human),"chr20:54,173,580-54,173,977-",398
755,"hsa_ires_00641.1|Homo sapiens (human)|chr20:54,173,580-54,173,977-","CM000682.2:54173977-54173577 Homo sapiens IRES_cyp24a1 Homo sapiens chromosome 20, GRCh38 reference primary assembly.",,Homo sapiens (human),,401
756,"hsa_ires_00673.1|Homo sapiens (human)|chr22:18,157,664-18,157,768+","hsa_ires_00673.1|Homo sapiens (human)|chr22:18,157,664-18,157,768+",,Homo sapiens (human),"chr22:18,157,664-18,157,768+",105
757,"CM001003.3:56253427-56253630 Mus musculus IRES_Cx43 CM001003.3 Mus musculus chromosome 10, GRCm39 reference primary assembly C57BL/6J","CM001003.3:56253427-56253630 Mus musculus IRES_Cx43 CM001003.3 Mus musculus chromosome 10, GRCm39 reference primary assembly C57BL/6J",RF00487,Mus musculus (mouse),,204
757,"CM001003.3:56253427-56253630 Mus musculus IRES_Cx43 CM001003.3 Mus musculus chromosome 10, GRCm39 reference primary assembly C57BL/6J",mouse_CM000668.2:121435649-121435848 | chr10:56253427-56253630(+) | RF00487 | IRES_Cx43 | internal ribosome entry site (IRES),RF00487,chr10:56253427-56253630(+),chr10:56253427-56253630+,204
757,"CM001003.3:56253427-56253630 Mus musculus IRES_Cx43 CM001003.3 Mus musculus chromosome 10, GRCm39 reference primary assembly C57BL/6J",mmu_ires_00012.1|Mus musculus (house mouse),,Mus musculus (mouse),,207
758,mouse_hsa_ires_00373.1 | chr17:36109916-36110108(+) | RF00457 | IRES_mnt | IRES,mouse_hsa_ires_00373.1 | chr17:36109916-36110108(+) | RF00457 | IRES_mnt | IRES,RF00457,Mus musculus (mouse),chr17:36109916-36110108+,193
758,mouse_hsa_ires_00373.1 | chr17:36109916-36110108(+) | RF00457 | IRES_mnt | IRES,mouse_hsa_ires_00118.1 | chr17:36109916-36110108(+) | RF00457 | IRES_mnt | IRES,RF00457,Mus musculus (mouse),chr17:36109916-36110108+,193
758,mouse_hsa_ires_00373.1 | chr17:36109916-36110108(+) | RF00457 | IRES_mnt | IRES,mouse_hsa_ires_00509.1 | chr17:36109916-36110108(+) | RF00457 | IRES_mnt | IRES,RF00457,Mus musculus (mouse),chr17:36109916-36110108+,193
759,mouse_hsa_ires_00350.1 | chr10:43619546-43619634(-) | RF00223 | IRES_Bip | internal ribosome entry site (IRES),mouse_hsa_ires_00350.1 | chr10:43619546-43619634(-) | RF00223 | IRES_Bip | internal ribosome entry site (IRES),RF00223,Mus musculus (mouse),chr10:43619546-43619634-,89
760,mouse_hsa_ires_00562.1 | chr11:97231580-97231713(-) | RF00461 | IRES_VEGF_A | endothelial growth factor (VEGF) IRES A,mouse_hsa_ires_00562.1 | chr11:97231580-97231713(-) | RF00461 | IRES_VEGF_A | endothelial growth factor (VEGF) IRES A,RF00461,Mus musculus (mouse),chr11:97231580-97231713-,134
761,AEV|Avian encephalomyelitis virus,AEV|Avian encephalomyelitis virus,,Avian encephalomyelitis virus,,494
762,vir_ires_00482.1,vir_ires_00482.1,RF00228,Virus,,590
762,vir_ires_00482.1,HAV_HM175|Human hepatitis A virus,RF00228,Human hepatitis A virus,,584
762,vir_ires_00482.1,"M14707.1:166-737 Hepatovirus A UNKNOWN-M14707 IRES_HepA Hepatitis A virus (wild-type) RNA, complete genome.",RF00228,Virus,,572
763,vir_ires_00204.1,vir_ires_00204.1,,Virus,,174
764,vir_ires_00230.1,vir_ires_00230.1,,Virus,,174
765,vir_ires_00381.1,vir_ires_00381.1,,Virus,,174
766,vir_ires_00386.1,vir_ires_00386.1,,Virus,,174
766,vir_ires_00386.1,vir_ires_00439.1,,Virus,,174
767,vir_ires_00116.1,vir_ires_00116.1,,Virus,,174
768,vir_ires_00454.1,vir_ires_00454.1,RF03546,Virus,,174
769,vir_ires_00216.1,vir_ires_00216.1,,Virus,,174
770,vir_ires_00042.1,vir_ires_00042.1,,Virus,,174
771,vir_ires_00106.1,vir_ires_00106.1,,Virus,,174
772,vir_ires_00232.1,vir_ires_00232.1,,Virus,,174
773,vir_ires_00364.1,vir_ires_00364.1,,Virus,,174
774,vir_ires_00178.1,vir_ires_00178.1,,Virus,,174
775,vir_ires_00141.1,vir_ires_00141.1,,Virus,,174
776,vir_ires_00522.1,vir_ires_00522.1,,Virus,,127
777,"CM000664.2:15941768-15942091 Homo sapiens IRES_n-myc Homo sapiens chromosome 2, GRCh38 reference primary assembly.","CM000664.2:15941768-15942091 Homo sapiens IRES_n-myc Homo sapiens chromosome 2, GRCh38 reference primary assembly.",,Homo sapiens (human),,324
778,CCND1|Homo sapiens,CCND1|Homo sapiens,,Homo sapiens (human),,209
779,"hsa_ires_00002.1|Homo sapiens (human)|chr4:169,620,906-169,635,928+","hsa_ires_00002.1|Homo sapiens (human)|chr4:169,620,906-169,635,928+",,Homo sapiens (human),"chr4:169,620,906-169,635,928+",174
780,"hsa_ires_00034.1|Homo sapiens (human)|chr17:7,688,475-7,688,648+","hsa_ires_00034.1|Homo sapiens (human)|chr17:7,688,475-7,688,648+",,Homo sapiens (human),"chr17:7,688,475-7,688,648+",174
781,"hsa_ires_00066.1|Homo sapiens (human)|chr2:233,388,154-233,388,327+","hsa_ires_00066.1|Homo sapiens (human)|chr2:233,388,154-233,388,327+",,Homo sapiens (human),"chr2:233,388,154-233,388,327+",174
782,"hsa_ires_00098.1|Homo sapiens (human)|chr1:109,114,010-109,114,183+","hsa_ires_00098.1|Homo sapiens (human)|chr1:109,114,010-109,114,183+",,Homo sapiens (human),"chr1:109,114,010-109,114,183+",174
783,"hsa_ires_00130.1|Homo sapiens (human)|chr12:55,365,111-55,365,284+","hsa_ires_00130.1|Homo sapiens (human)|chr12:55,365,111-55,365,284+",,Homo sapiens (human),"chr12:55,365,111-55,365,284+",174
784,"hsa_ires_00162.1|Homo sapiens (human)|chr12:56,636,186-56,636,359-","hsa_ires_00162.1|Homo sapiens (human)|chr12:56,636,186-56,636,359-",,Homo sapiens (human),"chr12:56,636,186-56,636,359-",174
785,"hsa_ires_00194.1|Homo sapiens (human)|chr8:118,111,047-118,111,220-","hsa_ires_00194.1|Homo sapiens (human)|chr8:118,111,047-118,111,220-",,Homo sapiens (human),"chr8:118,111,047-118,111,220-",174
786,"hsa_ires_00226.1|Homo sapiens (human)|chrY:1,442,237-1,453,710;chrX:1,442,237-1,453,710-;-","hsa_ires_00226.1|Homo sapiens (human)|chrY:1,442,237-1,453,710;chrX:1,442,237-1,453,710-;-",,Homo sapiens (human),"chrY:1,442,237-1,453,710;chrX:1,442,237-1,453,710-;-",174
787,"hsa_ires_00258.1|Homo sapiens (human)|chr17:63,550,504-63,550,677+","hsa_ires_00258.1|Homo sapiens (human)|chr17:63,550,504-63,550,677+",,Homo sapiens (human),"chr17:63,550,504-63,550,677+",174
788,"hsa_ires_00290.1|Homo sapiens (human)|chr17:48,830,988-48,848,146+","hsa_ires_00290.1|Homo sapiens (human)|chr17:48,830,988-48,848,146+",,Homo sapiens (human),"chr17:48,830,988-48,848,146+",174
789,"hsa_ires_00322.1|Homo sapiens (human)|chr1:75,786,194-75,787,589+","hsa_ires_00322.1|Homo sapiens (human)|chr1:75,786,194-75,787,589+",,Homo sapiens (human),"chr1:75,786,194-75,787,589+",174
790,"hsa_ires_00354.1|Homo sapiens (human)|chr1:183,590,330-183,590,503-","hsa_ires_00354.1|Homo sapiens (human)|chr1:183,590,330-183,590,503-",,Homo sapiens (human),"chr1:183,590,330-183,590,503-",174
791,"hsa_ires_00386.1|Homo sapiens (human)|chrX:70,259,625-70,259,798-","hsa_ires_00386.1|Homo sapiens (human)|chrX:70,259,625-70,259,798-",,Homo sapiens (human),"chrX:70,259,625-70,259,798-",174
792,"hsa_ires_00418.1|Homo sapiens (human)|chr2:183,078,760-183,078,933+","hsa_ires_00418.1|Homo sapiens (human)|chr2:183,078,760-183,078,933+",,Homo sapiens (human),"chr2:183,078,760-183,078,933+",174
793,"hsa_ires_00450.1|Homo sapiens (human)|chr21:42,863,455-42,873,634-","hsa_ires_00450.1|Homo sapiens (human)|chr21:42,863,455-42,873,634-",,Homo sapiens (human),"chr21:42,863,455-42,873,634-",174
794,"hsa_ires_00482.1|Homo sapiens (human)|chr11:117,199,324-117,203,066+","hsa_ires_00482.1|Homo sapiens (human)|chr11:117,199,324-117,203,066+",,Homo sapiens (human),"chr11:117,199,324-117,203,066+",174
795,"hsa_ires_00514.1|Homo sapiens (human)|chr7:1,569,340-1,569,513-","hsa_ires_00514.1|Homo sapiens (human)|chr7:1,569,340-1,569,513-",,Homo sapiens (human),"chr7:1,569,340-1,569,513-",174
796,"hsa_ires_00546.1|Homo sapiens (human)|chr12:118,017,878-118,018,051+","hsa_ires_00546.1|Homo sapiens (human)|chr12:118,017,878-118,018,051+",,Homo sapiens (human),"chr12:118,017,878-118,018,051+",174
797,"hsa_ires_00578.1|Homo sapiens (human)|chr12:71,839,707-71,861,473+","hsa_ires_00578.1|Homo sapiens (human)|chr12:71,839,707-71,861,473+",,Homo sapiens (human),"chr12:71,839,707-71,861,473+",174
798,"hsa_ires_00610.1|Homo sapiens (human)|chr6:135,181,316-135,181,465+","hsa_ires_00610.1|Homo sapiens (human)|chr6:135,181,316-135,181,465+",,Homo sapiens (human),"chr6:135,181,316-135,181,465+",150
798,"hsa_ires_00610.1|Homo sapiens (human)|chr6:135,181,316-135,181,465+",MYB|Homo sapiens,,Homo sapiens (human),,150
799,"hsa_ires_00642.1|Homo sapiens (human)|chr5:112,775,731-112,780,810+","hsa_ires_00642.1|Homo sapiens (human)|chr5:112,775,731-112,780,810+",,Homo sapiens (human),"chr5:112,775,731-112,780,810+",28
800,"hsa_ires_00674.1|Homo sapiens (human)|chr11:61,967,426-61,967,637-","hsa_ires_00674.1|Homo sapiens (human)|chr11:61,967,426-61,967,637-",RF00037,Homo sapiens (human),"chr11:61,967,426-61,967,637-",212
801,"CM001013.3:5381376-5381052 Mus musculus IRES_n-myc CM001013.3 Mus musculus chromosome X, GRCm39 reference primary assembly C57BL/6J","CM001013.3:5381376-5381052 Mus musculus IRES_n-myc CM001013.3 Mus musculus chromosome X, GRCm39 reference primary assembly C57BL/6J",RF00226,Mus musculus (mouse),,325
802,mmu_ires_00014.1|Mus musculus (house mouse),mmu_ires_00014.1|Mus musculus (house mouse),,Mus musculus (mouse),,120
803,mouse_c-myc | chr15:61857412-61857722(+) | RF00216 | IRES_c-myc | internal ribosome entry site (IRES),mouse_c-myc | chr15:61857412-61857722(+) | RF00216 | IRES_c-myc | internal ribosome entry site (IRES),RF00216,Mus musculus (mouse),chr15:61857412-61857722+,311
803,mouse_c-myc | chr15:61857412-61857722(+) | RF00216 | IRES_c-myc | internal ribosome entry site (IRES),"CM001008.3:61857412-61857722 Mus musculus IRES_c-myc CM001008.3 Mus musculus chromosome 15, GRCm39 reference primary assembly C57BL/6J",RF00216,Mus musculus (mouse),,311
803,mouse_c-myc | chr15:61857412-61857722(+) | RF00216 | IRES_c-myc | internal ribosome entry site (IRES),mouse_hsa_ires_00598.1 | chr15:61857412-61857722(+) | RF00216 | IRES_c-myc | internal ribosome entry site (IRES),RF00216,Mus musculus (mouse),chr15:61857412-61857722+,311
804,HRV-2|Human rhinovirus 2,HRV-2|Human rhinovirus 2,RF00229,Human rhinovirus 2,,604
805,vir_ires_00111.1,vir_ires_00111.1,,Virus,,174
806,vir_ires_00123.1,vir_ires_00123.1,,Virus,,174
807,vir_ires_00445.1,vir_ires_00445.1,,Virus,,174
808,vir_ires_00436.1,vir_ires_00436.1,,Virus,,174
808,vir_ires_00436.1,vir_ires_00383.1,,Virus,,174
809,vir_ires_00125.1,vir_ires_00125.1,,Virus,,174
810,vir_ires_00308.1,vir_ires_00308.1,,Virus,,174
811,vir_ires_00053.1,vir_ires_00053.1,,Virus,,174
812,vir_ires_00272.1,vir_ires_00272.1,,Virus,,174
813,vir_ires_00403.1,vir_ires_00403.1,,Virus,,174
814,vir_ires_00435.1,vir_ires_00435.1,,Virus,,174
815,vir_ires_00460.1,vir_ires_00460.1,RF00229,Virus,,174
816,vir_ires_00451.1,vir_ires_00451.1,,Virus,,174
816,vir_ires_00451.1,vir_ires_00387.1,,Virus,,174
817,vir_ires_00212.1,vir_ires_00212.1,,Virus,,174
818,vir_ires_00010.1,vir_ires_00010.1,,Virus,,174
819,vir_ires_00073.1,vir_ires_00073.1,,Virus,,174
820,"CM000664.2:15940568-15940760 Homo sapiens IRES_n-myc Homo sapiens chromosome 2, GRCh38 reference primary assembly.","CM000664.2:15940568-15940760 Homo sapiens IRES_n-myc Homo sapiens chromosome 2, GRCh38 reference primary assembly.",,Homo sapiens (human),,193
821,DAP5|Homo sapiens,DAP5|Homo sapiens,,Homo sapiens (human),,305
822,"hsa_ires_00003.1|Homo sapiens (human)|chr14:55,008,692-55,010,454-","hsa_ires_00003.1|Homo sapiens (human)|chr14:55,008,692-55,010,454-",,Homo sapiens (human),"chr14:55,008,692-55,010,454-",174
823,"hsa_ires_00035.1|Homo sapiens (human)|chr14:92,083,197-92,093,275-","hsa_ires_00035.1|Homo sapiens (human)|chr14:92,083,197-92,093,275-",,Homo sapiens (human),"chr14:92,083,197-92,093,275-",174
824,"hsa_ires_00067.1|Homo sapiens (human)|chr11:2,929,247-2,929,420-","hsa_ires_00067.1|Homo sapiens (human)|chr11:2,929,247-2,929,420-",,Homo sapiens (human),"chr11:2,929,247-2,929,420-",174
825,"hsa_ires_00099.1|Homo sapiens (human)|chr1:25,903,805-25,906,877-","hsa_ires_00099.1|Homo sapiens (human)|chr1:25,903,805-25,906,877-",,Homo sapiens (human),"chr1:25,903,805-25,906,877-",174
826,"hsa_ires_00131.1|Homo sapiens (human)|chr1:158,479,878-158,480,051+","hsa_ires_00131.1|Homo sapiens (human)|chr1:158,479,878-158,480,051+",,Homo sapiens (human),"chr1:158,479,878-158,480,051+",174
827,"hsa_ires_00163.1|Homo sapiens (human)|chr4:56,656,001-56,656,461-","hsa_ires_00163.1|Homo sapiens (human)|chr4:56,656,001-56,656,461-",,Homo sapiens (human),"chr4:56,656,001-56,656,461-",174
828,"hsa_ires_00195.1|Homo sapiens (human)|chr4:24,584,388-24,584,561-","hsa_ires_00195.1|Homo sapiens (human)|chr4:24,584,388-24,584,561-",,Homo sapiens (human),"chr4:24,584,388-24,584,561-",174
829,"hsa_ires_00227.1|Homo sapiens (human)|chr1:156,153,620-156,154,578+","hsa_ires_00227.1|Homo sapiens (human)|chr1:156,153,620-156,154,578+",,Homo sapiens (human),"chr1:156,153,620-156,154,578+",174
830,"hsa_ires_00259.1|Homo sapiens (human)|chr3:161,086,755-161,104,367-","hsa_ires_00259.1|Homo sapiens (human)|chr3:161,086,755-161,104,367-",,Homo sapiens (human),"chr3:161,086,755-161,104,367-",174
831,"hsa_ires_00291.1|Homo sapiens (human)|chr6:32,150,868-32,151,943-","hsa_ires_00291.1|Homo sapiens (human)|chr6:32,150,868-32,151,943-",,Homo sapiens (human),"chr6:32,150,868-32,151,943-",174
832,"hsa_ires_00323.1|Homo sapiens (human)|chr17:41,350,639-41,350,812-","hsa_ires_00323.1|Homo sapiens (human)|chr17:41,350,639-41,350,812-",,Homo sapiens (human),"chr17:41,350,639-41,350,812-",174
833,"hsa_ires_00355.1|Homo sapiens (human)|chr12:50,924,865-50,925,038+","hsa_ires_00355.1|Homo sapiens (human)|chr12:50,924,865-50,925,038+",,Homo sapiens (human),"chr12:50,924,865-50,925,038+",174
834,"hsa_ires_00387.1|Homo sapiens (human)|chr17:57,257,013-57,257,513+","hsa_ires_00387.1|Homo sapiens (human)|chr17:57,257,013-57,257,513+",,Homo sapiens (human),"chr17:57,257,013-57,257,513+",174
835,"hsa_ires_00419.1|Homo sapiens (human)|chr18:12,308,248-12,308,758+","hsa_ires_00419.1|Homo sapiens (human)|chr18:12,308,248-12,308,758+",,Homo sapiens (human),"chr18:12,308,248-12,308,758+",174
836,"hsa_ires_00451.1|Homo sapiens (human)|chr6:24,875,792-24,877,098-","hsa_ires_00451.1|Homo sapiens (human)|chr6:24,875,792-24,877,098-",,Homo sapiens (human),"chr6:24,875,792-24,877,098-",174
837,"hsa_ires_00483.1|Homo sapiens (human)|chr14:23,556,584-23,556,757+","hsa_ires_00483.1|Homo sapiens (human)|chr14:23,556,584-23,556,757+",,Homo sapiens (human),"chr14:23,556,584-23,556,757+",174
838,"hsa_ires_00515.1|Homo sapiens (human)|chr17:35,363,808-35,367,578-","hsa_ires_00515.1|Homo sapiens (human)|chr17:35,363,808-35,367,578-",,Homo sapiens (human),"chr17:35,363,808-35,367,578-",174
839,"hsa_ires_00547.1|Homo sapiens (human)|chr1:172,442,623-172,442,796-","hsa_ires_00547.1|Homo sapiens (human)|chr1:172,442,623-172,442,796-",,Homo sapiens (human),"chr1:172,442,623-172,442,796-",174
840,"hsa_ires_00579.1|Homo sapiens (human)|chr15:98,649,532-98,707,591+","hsa_ires_00579.1|Homo sapiens (human)|chr15:98,649,532-98,707,591+",,Homo sapiens (human),"chr15:98,649,532-98,707,591+",174
841,"hsa_ires_00643.1|Homo sapiens (human)|chr6:43,770,299-43,770,691+","hsa_ires_00643.1|Homo sapiens (human)|chr6:43,770,299-43,770,691+",,Homo sapiens (human),"chr6:43,770,299-43,770,691+",393
842,"hsa_ires_00675.1|Homo sapiens (human)|chr1:27,914,444-27,914,583-","hsa_ires_00675.1|Homo sapiens (human)|chr1:27,914,444-27,914,583-",,Homo sapiens (human),"chr1:27,914,444-27,914,583-",140
843,"CM001005.3:12991823-12991620 Mus musculus IRES_n-myc CM001005.3 Mus musculus chromosome 12, GRCm39 reference primary assembly C57BL/6J","CM001005.3:12991823-12991620 Mus musculus IRES_n-myc CM001005.3 Mus musculus chromosome 12, GRCm39 reference primary assembly C57BL/6J",,Mus musculus (mouse),,204
843,"CM001005.3:12991823-12991620 Mus musculus IRES_n-myc CM001005.3 Mus musculus chromosome 12, GRCm39 reference primary assembly C57BL/6J",mouse_hsa_ires_00341.1 | chr12:12981462-12981665(-) | RF00226 | IRES_n-myc | internal ribosome entry site (IRES),RF00226,chr12:12981462-12981665(-),chr12:12981462-12981665-,204
844,mmu_ires_00015.1|Mus musculus (house mouse),mmu_ires_00015.1|Mus musculus (house mouse),,Mus musculus (mouse),,9
844,mmu_ires_00015.1|Mus musculus (house mouse),Gtx-133-141|Mus musculus,,Mus musculus (mouse),,9
844,mmu_ires_00015.1|Mus musculus (house mouse),Gtx-133-141|Mus musculus,,Mus musculus (mouse),,9
844,mmu_ires_00015.1|Mus musculus (house mouse),Gtx-133-141|Mus musculus,,Mus musculus (mouse),,9
844,mmu_ires_00015.1|Mus musculus (house mouse),Gtx-133-141|Mus musculus,,Mus musculus (mouse),,9
845,mouse_hsa_ires_00491.1 | chr9:44251276-44251410(+) | RF00457 | IRES_mnt | IRES,mouse_hsa_ires_00491.1 | chr9:44251276-44251410(+) | RF00457 | IRES_mnt | IRES,RF00457,Mus musculus (mouse),chr9:44251276-44251410+,135
846,mouse_hsa_ires_00639.1 | chr2:74542146-74542262(-) | RF02531 | NRF2_IRES | internal ribosome entry site (IRES),mouse_hsa_ires_00639.1 | chr2:74542146-74542262(-) | RF02531 | NRF2_IRES | internal ribosome entry site (IRES),RF02531,Mus musculus (mouse),chr2:74542146-74542262-,117
846,mouse_hsa_ires_00639.1 | chr2:74542146-74542262(-) | RF02531 | NRF2_IRES | internal ribosome entry site (IRES),"CM000995.3:75534824-75534708 Mus musculus NRF2_IRES Mus musculus chromosome 2, GRCm39 reference primary assembly C57BL/6J",RF02531,Mus musculus (mouse),,117
847,mouse_CM000676.2:61695528-61695807 | chr12:73712911-73713073(+) | RF00216 | IRES_c-myc | internal ribosome entry site (IRES),mouse_CM000676.2:61695528-61695807 | chr12:73712911-73713073(+) | RF00216 | IRES_c-myc | internal ribosome entry site (IRES),RF00216,Mus musculus (mouse),chr12:73712911-73713073+,163
848,BQCV_IGRpred|Black queen cell virus,BQCV_IGRpred|Black queen cell virus,RF00458,Black queen cell virus,,190
848,BQCV_IGRpred|Black queen cell virus,vir_ires_00492.1,RF00458,Virus,,190
849,vir_ires_00189.1,vir_ires_00189.1,,Virus,,174
850,vir_ires_00410.1,vir_ires_00410.1,,Virus,,174
851,vir_ires_00007.1,vir_ires_00007.1,,Virus,,174
852,vir_ires_00254.1,vir_ires_00254.1,,Virus,,174
853,vir_ires_00199.1,vir_ires_00199.1,,Virus,,174
854,vir_ires_00304.1,vir_ires_00304.1,,Virus,,174
855,vir_ires_00459.1,vir_ires_00459.1,RF00229,Virus,,174
856,vir_ires_00148.1,vir_ires_00148.1,,Virus,,174
857,vir_ires_00170.1,vir_ires_00170.1,,Virus,,174
858,vir_ires_00406.1,vir_ires_00406.1,,Virus,,174
859,vir_ires_00002.1,vir_ires_00002.1,,Virus,,174
860,vir_ires_00251.1,vir_ires_00251.1,,Virus,,174
861,vir_ires_00201.1,vir_ires_00201.1,,Virus,,174
862,vir_ires_00483.1,vir_ires_00483.1,RF00210,Virus,,697
862,vir_ires_00483.1,ERBV_162-920|Equine rhinitis B virus,,Equine rhinitis B virus,,759
863,vir_ires_00380.1,vir_ires_00380.1,,Virus,,174
863,vir_ires_00380.1,vir_ires_00409.1,,Virus,,174
864,vir_ires_00524.1,vir_ires_00524.1,,Virus,,663
865,"CM000666.2:164188235-164188416 Homo sapiens IRES_Bip Homo sapiens chromosome 4, GRCh38 reference primary assembly.","CM000666.2:164188235-164188416 Homo sapiens IRES_Bip Homo sapiens chromosome 4, GRCh38 reference primary assembly.",RF00223,Homo sapiens (human),,182
866,eIF4G|Homo sapiens,eIF4G|Homo sapiens,,Homo sapiens (human),,357
867,"hsa_ires_00004.1|Homo sapiens (human)|chr2:210,556,599-210,556,772+","hsa_ires_00004.1|Homo sapiens (human)|chr2:210,556,599-210,556,772+",,Homo sapiens (human),"chr2:210,556,599-210,556,772+",174
868,"hsa_ires_00036.1|Homo sapiens (human)|chr2:230,910,963-230,925,207-","hsa_ires_00036.1|Homo sapiens (human)|chr2:230,910,963-230,925,207-",,Homo sapiens (human),"chr2:230,910,963-230,925,207-",174
869,"hsa_ires_00068.1|Homo sapiens (human)|chr7:20,785,763-20,786,822-","hsa_ires_00068.1|Homo sapiens (human)|chr7:20,785,763-20,786,822-",,Homo sapiens (human),"chr7:20,785,763-20,786,822-",174
870,"hsa_ires_00100.1|Homo sapiens (human)|chr12:110,124,709-110,127,380+","hsa_ires_00100.1|Homo sapiens (human)|chr12:110,124,709-110,127,380+",,Homo sapiens (human),"chr12:110,124,709-110,127,380+",174
