Representative	Member	RFAM	Organism	Location	Length
vir_ires_00178.1	vir_ires_00178.1		Human betaherpesvirus 6A (HHV-6A)		174
vir_ires_00179.1	vir_ires_00179.1		Human betaherpesvirus 6A (HHV-6A)		174
vir_ires_00180.1	vir_ires_00180.1		Human betaherpesvirus 6A (HHV-6A)		174
vir_ires_00181.1	vir_ires_00181.1		Human betaherpesvirus 6A (HHV-6A)		174
vir_ires_00181.1	vir_ires_00181.1		Human betaherpesvirus 6A (HHV-6A)		174
vir_ires_00182.1	vir_ires_00182.1		Human betaherpesvirus 6A (HHV-6A)		174
vir_ires_00182.1	vir_ires_00182.1		Human betaherpesvirus 6A (HHV-6A)		174
vir_ires_00183.1	vir_ires_00183.1		Human betaherpesvirus 6A (HHV-6A)		174
vir_ires_00184.1	vir_ires_00184.1		Human betaherpesvirus 6A (HHV-6A)		174
vir_ires_00185.1	vir_ires_00185.1		Human betaherpesvirus 6A (HHV-6A)		174
vir_ires_00187.1	vir_ires_00187.1		Human betaherpesvirus 6A (HHV-6A)		174
vir_ires_00424.1	vir_ires_00424.1		Human betaherpesvirus 6A (HHV-6A)		174
vir_ires_00426.1	vir_ires_00426.1		Human betaherpesvirus 6A (HHV-6A)		174
vir_ires_00429.1	vir_ires_00429.1		Human betaherpesvirus 6A (HHV-6A)		174
vir_ires_00429.1	vir_ires_00429.1		Human betaherpesvirus 6A (HHV-6A)		174
vir_ires_00434.1	vir_ires_00434.1		Human betaherpesvirus 6A (HHV-6A)		174
vir_ires_00435.1	vir_ires_00435.1		Human betaherpesvirus 6A (HHV-6A)		174
vir_ires_00441.1	vir_ires_00441.1		Human betaherpesvirus 6A (HHV-6A)		174
vir_ires_00458.1	vir_ires_00458.1		Human betaherpesvirus 6A (HHV-6A)		174
vir_ires_00463.1	vir_ires_00463.1		Human betaherpesvirus 6A (HHV-6A)		174
vir_ires_00045.1	vir_ires_00045.1		Human betaherpesvirus 6B (HHV-6B)		174
vir_ires_00046.1	vir_ires_00046.1		Human betaherpesvirus 6B (HHV-6B)		174
vir_ires_00048.1	vir_ires_00048.1		Human betaherpesvirus 6B (HHV-6B)		174
vir_ires_00049.1	vir_ires_00049.1		Human betaherpesvirus 6B (HHV-6B)		174
vir_ires_00050.1	vir_ires_00050.1		Human betaherpesvirus 6B (HHV-6B)		174
vir_ires_00051.1	vir_ires_00051.1		Human betaherpesvirus 6B (HHV-6B)		174
vir_ires_00052.1	vir_ires_00052.1		Human betaherpesvirus 6B (HHV-6B)		174
vir_ires_00053.1	vir_ires_00053.1		Human betaherpesvirus 6B (HHV-6B)		174
vir_ires_00054.1	vir_ires_00054.1		Human betaherpesvirus 6B (HHV-6B)		174
vir_ires_00055.1	vir_ires_00055.1		Human betaherpesvirus 6B (HHV-6B)		174
vir_ires_00056.1	vir_ires_00056.1		Human betaherpesvirus 6B (HHV-6B)		174
vir_ires_00057.1	vir_ires_00057.1		Human betaherpesvirus 6B (HHV-6B)		174
vir_ires_00059.1	vir_ires_00059.1		Human betaherpesvirus 6B (HHV-6B)		174
vir_ires_00060.1	vir_ires_00060.1		Human betaherpesvirus 6B (HHV-6B)		174
vir_ires_00062.1	vir_ires_00062.1		Human betaherpesvirus 6B (HHV-6B)		174
vir_ires_00064.1	vir_ires_00064.1		Human betaherpesvirus 6B (HHV-6B)		174
vir_ires_00065.1	vir_ires_00065.1		Human betaherpesvirus 6B (HHV-6B)		174
vir_ires_00066.1	vir_ires_00066.1		Human betaherpesvirus 6B (HHV-6B)		174
vir_ires_00067.1	vir_ires_00067.1		Human betaherpesvirus 6B (HHV-6B)		174
vir_ires_00068.1	vir_ires_00068.1		Human betaherpesvirus 6B (HHV-6B)		174
vir_ires_00069.1	vir_ires_00069.1		Human betaherpesvirus 6B (HHV-6B)		174
vir_ires_00070.1	vir_ires_00070.1		Human betaherpesvirus 6B (HHV-6B)		174
vir_ires_00071.1	vir_ires_00071.1		Human betaherpesvirus 6B (HHV-6B)		174
vir_ires_00201.1	vir_ires_00201.1		Human betaherpesvirus 7 (HHV-7)		174
vir_ires_00202.1	vir_ires_00202.1		Human betaherpesvirus 7 (HHV-7)		174
vir_ires_00203.1	vir_ires_00203.1		Human betaherpesvirus 7 (HHV-7)		174
vir_ires_00204.1	vir_ires_00204.1		Human betaherpesvirus 7 (HHV-7)		174
vir_ires_00205.1	vir_ires_00205.1		Human betaherpesvirus 7 (HHV-7)		174
vir_ires_00206.1	vir_ires_00206.1		Human betaherpesvirus 7 (HHV-7)		174
vir_ires_00207.1	vir_ires_00207.1		Human betaherpesvirus 7 (HHV-7)		174
vir_ires_00208.1	vir_ires_00208.1		Human betaherpesvirus 7 (HHV-7)		174
vir_ires_00209.1	vir_ires_00209.1		Human betaherpesvirus 7 (HHV-7)		174
vir_ires_00210.1	vir_ires_00210.1		Human betaherpesvirus 7 (HHV-7)		174
vir_ires_00211.1	vir_ires_00211.1		Human betaherpesvirus 7 (HHV-7)		174
vir_ires_00212.1	vir_ires_00212.1		Human betaherpesvirus 7 (HHV-7)		174
vir_ires_00213.1	vir_ires_00213.1		Human betaherpesvirus 7 (HHV-7)		174
vir_ires_00214.1	vir_ires_00214.1		Human betaherpesvirus 7 (HHV-7)		174
vir_ires_00215.1	vir_ires_00215.1		Human betaherpesvirus 7 (HHV-7)		174
vir_ires_00216.1	vir_ires_00216.1		Human betaherpesvirus 7 (HHV-7)		174
vir_ires_00217.1	vir_ires_00217.1		Human betaherpesvirus 7 (HHV-7)		174
vir_ires_00218.1	vir_ires_00218.1		Human betaherpesvirus 7 (HHV-7)		174
vir_ires_00219.1	vir_ires_00219.1		Human betaherpesvirus 7 (HHV-7)		174
vir_ires_00220.1	vir_ires_00220.1		Human betaherpesvirus 7 (HHV-7)		174
vir_ires_00221.1	vir_ires_00221.1		Human betaherpesvirus 7 (HHV-7)		174
vir_ires_00222.1	vir_ires_00222.1		Human betaherpesvirus 7 (HHV-7)		174
vir_ires_00223.1	vir_ires_00223.1		Human betaherpesvirus 7 (HHV-7)		174
vir_ires_00224.1	vir_ires_00224.1		Human betaherpesvirus 7 (HHV-7)		174
vir_ires_00405.1	vir_ires_00405.1		Human bocavirus 4 NI (HBoV4-NI)		174
vir_ires_00406.1	vir_ires_00406.1		Human bocavirus 4 NI (HBoV4-NI)		174
vir_ires_00255.1	vir_ires_00255.1		Human coronavirus 229E (HCoV-229E)		174
vir_ires_00319.1	vir_ires_00319.1		Human coronavirus HKU1 (HCoV-HKU1)		174
vir_ires_00320.1	vir_ires_00320.1		Human coronavirus HKU1 (HCoV-HKU1)		174
vir_ires_00295.1	vir_ires_00295.1		Human coronavirus NL63 (HCoV-NL63)		174
vir_ires_00296.1	vir_ires_00296.1		Human coronavirus NL63 (HCoV-NL63)		174
vir_ires_00293.1	vir_ires_00293.1		Human coronavirus OC43 (HCoV-OC43)		174
vir_ires_00294.1	vir_ires_00294.1		Human coronavirus OC43 (HCoV-OC43)		174
vir_ires_00280.1	vir_ires_00280.1		Human erythrovirus V9 (HEV-V9)		174
vir_ires_00281.1	vir_ires_00281.1		Human erythrovirus V9 (HEV-V9)		174
vir_ires_00423.1	vir_ires_00423.1		Human foamy virus (HFV)		174
vir_ires_00332.1	vir_ires_00332.1		Human gammaherpesvirus 4 (Epstein-Barr virus)		174
vir_ires_00336.1	vir_ires_00336.1		Human gammaherpesvirus 4 (Epstein-Barr virus)		174
vir_ires_00338.1	vir_ires_00338.1		Human gammaherpesvirus 4 (Epstein-Barr virus)		174
vir_ires_00341.1	vir_ires_00341.1		Human gammaherpesvirus 4 (Epstein-Barr virus)		174
vir_ires_00326.1	vir_ires_00326.1		Human gammaherpesvirus 4 (Epstein-Barr virus);  Human herpesvirus 4 type 2 (Epstein-Barr virus type 2)		174
vir_ires_00327.1	vir_ires_00327.1		Human gammaherpesvirus 4 (Epstein-Barr virus);  Human herpesvirus 4 type 2 (Epstein-Barr virus type 2)		174
vir_ires_00328.1	vir_ires_00328.1		Human gammaherpesvirus 4 (Epstein-Barr virus);  Human herpesvirus 4 type 2 (Epstein-Barr virus type 2)		174
vir_ires_00329.1	vir_ires_00329.1		Human gammaherpesvirus 4 (Epstein-Barr virus);  Human herpesvirus 4 type 2 (Epstein-Barr virus type 2)		174
vir_ires_00330.1	vir_ires_00330.1		Human gammaherpesvirus 4 (Epstein-Barr virus);  Human herpesvirus 4 type 2 (Epstein-Barr virus type 2)		174
vir_ires_00331.1	vir_ires_00331.1		Human gammaherpesvirus 4 (Epstein-Barr virus);  Human herpesvirus 4 type 2 (Epstein-Barr virus type 2)		174
vir_ires_00333.1	vir_ires_00333.1		Human gammaherpesvirus 4 (Epstein-Barr virus);  Human herpesvirus 4 type 2 (Epstein-Barr virus type 2)		174
vir_ires_00334.1	vir_ires_00334.1		Human gammaherpesvirus 4 (Epstein-Barr virus);  Human herpesvirus 4 type 2 (Epstein-Barr virus type 2)		174
vir_ires_00335.1	vir_ires_00335.1		Human gammaherpesvirus 4 (Epstein-Barr virus);  Human herpesvirus 4 type 2 (Epstein-Barr virus type 2)		174
vir_ires_00337.1	vir_ires_00337.1		Human gammaherpesvirus 4 (Epstein-Barr virus);  Human herpesvirus 4 type 2 (Epstein-Barr virus type 2)		174
vir_ires_00342.1	vir_ires_00342.1		Human gammaherpesvirus 4 (Epstein-Barr virus);  Human herpesvirus 4 type 2 (Epstein-Barr virus type 2)		174
vir_ires_00512.1	vir_ires_00512.1	RF00511	Human gammaherpesvirus 8		232
vir_ires_00349.1	vir_ires_00349.1		Human gammaherpesvirus 8 (Kaposi's sarcoma-associated herpesvirus)		174
vir_ires_00350.1	vir_ires_00350.1		Human gammaherpesvirus 8 (Kaposi's sarcoma-associated herpesvirus)		174
vir_ires_00351.1	vir_ires_00351.1		Human gammaherpesvirus 8 (Kaposi's sarcoma-associated herpesvirus)		174
vir_ires_00352.1	vir_ires_00352.1		Human gammaherpesvirus 8 (Kaposi's sarcoma-associated herpesvirus)		174
vir_ires_00353.1	vir_ires_00353.1		Human gammaherpesvirus 8 (Kaposi's sarcoma-associated herpesvirus)		174
vir_ires_00354.1	vir_ires_00354.1		Human gammaherpesvirus 8 (Kaposi's sarcoma-associated herpesvirus)		174
vir_ires_00355.1	vir_ires_00355.1		Human gammaherpesvirus 8 (Kaposi's sarcoma-associated herpesvirus)		174
vir_ires_00356.1	vir_ires_00356.1		Human gammaherpesvirus 8 (Kaposi's sarcoma-associated herpesvirus)		174
vir_ires_00357.1	vir_ires_00357.1		Human gammaherpesvirus 8 (Kaposi's sarcoma-associated herpesvirus)		174
vir_ires_00358.1	vir_ires_00358.1		Human gammaherpesvirus 8 (Kaposi's sarcoma-associated herpesvirus)		174
vir_ires_00359.1	vir_ires_00359.1		Human gammaherpesvirus 8 (Kaposi's sarcoma-associated herpesvirus)		174
vir_ires_00360.1	vir_ires_00360.1		Human herpesvirus 4 type 2 (Epstein-Barr virus type 2)		174
vir_ires_00361.1	vir_ires_00361.1		Human herpesvirus 4 type 2 (Epstein-Barr virus type 2)		174
vir_ires_00362.1	vir_ires_00362.1		Human herpesvirus 4 type 2 (Epstein-Barr virus type 2)		174
vir_ires_00362.1	vir_ires_00362.1		Human herpesvirus 4 type 2 (Epstein-Barr virus type 2)		174
vir_ires_00430.1	vir_ires_00430.1		Human herpesvirus 4 type 2 (Epstein-Barr virus type 2)		174
vir_ires_00457.1	vir_ires_00457.1		Human herpesvirus 4 type 2 (Epstein-Barr virus type 2)		174
vir_ires_00464.1	vir_ires_00464.1		Human herpesvirus 4 type 2 (Epstein-Barr virus type 2)		174
vir_ires_00509.1	vir_ires_00509.1		Human herpesvirus 8 type M (HHV-8M)		252
vir_ires_00234.1	vir_ires_00234.1		Human immunodeficiency virus 1 (HIV-1)		174
vir_ires_00039.1	vir_ires_00039.1		Human immunodeficiency virus 2 (HIV-2)		174
vir_ires_00039.1	vir_ires_00039.1		Human immunodeficiency virus 2 (HIV-2)		174
vir_ires_00040.1	vir_ires_00040.1		Human immunodeficiency virus 2 (HIV-2)		174
vir_ires_00225.1	vir_ires_00225.1		Human immunodeficiency virus 2 (HIV-2)		174
vir_ires_00447.1	vir_ires_00447.1		Human immunodeficiency virus 2 (HIV-2)		174
vir_ires_00119.1	vir_ires_00119.1		Human mastadenovirus A		174
vir_ires_00120.1	vir_ires_00120.1		Human mastadenovirus A		174
vir_ires_00121.1	vir_ires_00121.1		Human mastadenovirus A		174
vir_ires_00122.1	vir_ires_00122.1		Human mastadenovirus A		174
vir_ires_00123.1	vir_ires_00123.1		Human mastadenovirus A		174
vir_ires_00124.1	vir_ires_00124.1		Human mastadenovirus A		174
vir_ires_00125.1	vir_ires_00125.1		Human mastadenovirus A		174
vir_ires_00126.1	vir_ires_00126.1		Human mastadenovirus A		174
vir_ires_00127.1	vir_ires_00127.1		Human mastadenovirus A		174
vir_ires_00128.1	vir_ires_00128.1		Human mastadenovirus A		174
vir_ires_00129.1	vir_ires_00129.1		Human mastadenovirus A		174
vir_ires_00130.1	vir_ires_00130.1		Human mastadenovirus A		174
vir_ires_00131.1	vir_ires_00131.1		Human mastadenovirus A		174
vir_ires_00132.1	vir_ires_00132.1		Human mastadenovirus A		174
vir_ires_00133.1	vir_ires_00133.1		Human mastadenovirus A		174
vir_ires_00389.1	vir_ires_00389.1		Human mastadenovirus B (HAdV-B)		174
vir_ires_00390.1	vir_ires_00390.1		Human mastadenovirus B (HAdV-B)		174
vir_ires_00391.1	vir_ires_00391.1		Human mastadenovirus B (HAdV-B)		174
vir_ires_00392.1	vir_ires_00392.1		Human mastadenovirus B (HAdV-B)		174
vir_ires_00393.1	vir_ires_00393.1		Human mastadenovirus B (HAdV-B)		174
vir_ires_00394.1	vir_ires_00394.1		Human mastadenovirus B (HAdV-B)		174
vir_ires_00395.1	vir_ires_00395.1		Human mastadenovirus B (HAdV-B)		174
vir_ires_00397.1	vir_ires_00397.1		Human mastadenovirus B (HAdV-B)		174
vir_ires_00398.1	vir_ires_00398.1		Human mastadenovirus B (HAdV-B)		174
vir_ires_00399.1	vir_ires_00399.1		Human mastadenovirus B (HAdV-B)		174
vir_ires_00427.1	vir_ires_00427.1		Human mastadenovirus B (HAdV-B)		174
vir_ires_00428.1	vir_ires_00428.1		Human mastadenovirus B (HAdV-B)		174
vir_ires_00428.1	vir_ires_00428.1		Human mastadenovirus B (HAdV-B)		174
vir_ires_00431.1	vir_ires_00431.1		Human mastadenovirus B (HAdV-B)		174
vir_ires_00443.1	vir_ires_00443.1		Human mastadenovirus B (HAdV-B)		174
vir_ires_00443.1	vir_ires_00443.1		Human mastadenovirus B (HAdV-B)		174
vir_ires_00448.1	vir_ires_00448.1		Human mastadenovirus B (HAdV-B)		174
vir_ires_00450.1	vir_ires_00450.1		Human mastadenovirus B (HAdV-B)		174
vir_ires_00450.1	vir_ires_00450.1		Human mastadenovirus B (HAdV-B)		174
vir_ires_00452.1	vir_ires_00452.1		Human mastadenovirus B (HAdV-B)		174
vir_ires_00452.1	vir_ires_00452.1		Human mastadenovirus B (HAdV-B)		174
vir_ires_00461.1	vir_ires_00461.1		Human mastadenovirus B (HAdV-B)		174
vir_ires_00462.1	vir_ires_00462.1		Human mastadenovirus B (HAdV-B)		174
vir_ires_00021.1	vir_ires_00021.1		Human mastadenovirus B (HAdV-B);  Human adenovirus 7 (HAdV7)		174
vir_ires_00023.1	vir_ires_00023.1		Human mastadenovirus B (HAdV-B);  Human adenovirus 7 (HAdV7)		174
vir_ires_00003.1	vir_ires_00003.1		Human mastadenovirus C; Human adenovirus 2 (HAdV-C)		174
vir_ires_00003.1	vir_ires_00003.1		Human mastadenovirus C; Human adenovirus 2 (HAdV-C)		174
vir_ires_00005.1	vir_ires_00005.1		Human mastadenovirus C; Human adenovirus 2 (HAdV-C)		174
vir_ires_00006.1	vir_ires_00006.1		Human mastadenovirus C; Human adenovirus 2 (HAdV-C)		174
vir_ires_00007.1	vir_ires_00007.1		Human mastadenovirus C; Human adenovirus 2 (HAdV-C)		174
vir_ires_00008.1	vir_ires_00008.1		Human mastadenovirus C; Human adenovirus 2 (HAdV-C)		174
vir_ires_00009.1	vir_ires_00009.1		Human mastadenovirus C; Human adenovirus 2 (HAdV-C)		174
vir_ires_00010.1	vir_ires_00010.1		Human mastadenovirus C; Human adenovirus 2 (HAdV-C)		174
vir_ires_00012.1	vir_ires_00012.1		Human mastadenovirus C; Human adenovirus 2 (HAdV-C)		174
vir_ires_00014.1	vir_ires_00014.1		Human mastadenovirus C; Human adenovirus 2 (HAdV-C)		174
vir_ires_00001.1	vir_ires_00001.1		Human mastadenovirus C; Human adenovirus 2; Human adenovirus 5 (HAdV-C)		174
vir_ires_00002.1	vir_ires_00002.1		Human mastadenovirus C; Human adenovirus 2; Human adenovirus 5 (HAdV-C)		174
vir_ires_00004.1	vir_ires_00004.1		Human mastadenovirus C; Human adenovirus 2; Human adenovirus 5 (HAdV-C)		174
vir_ires_00011.1	vir_ires_00011.1		Human mastadenovirus C; Human adenovirus 2; Human adenovirus 5 (HAdV-C)		174
vir_ires_00377.1	vir_ires_00377.1		Human mastadenovirus D (HAdV-D)		174
vir_ires_00380.1	vir_ires_00380.1		Human mastadenovirus D (HAdV-D)		174
vir_ires_00380.1	vir_ires_00380.1		Human mastadenovirus D (HAdV-D)		174
vir_ires_00381.1	vir_ires_00381.1		Human mastadenovirus D (HAdV-D)		174
vir_ires_00382.1	vir_ires_00382.1		Human mastadenovirus D (HAdV-D)		174
vir_ires_00384.1	vir_ires_00384.1		Human mastadenovirus D (HAdV-D)		174
vir_ires_00386.1	vir_ires_00386.1		Human mastadenovirus D (HAdV-D)		174
vir_ires_00386.1	vir_ires_00386.1		Human mastadenovirus D (HAdV-D)		174
vir_ires_00388.1	vir_ires_00388.1		Human mastadenovirus D (HAdV-D)		174
vir_ires_00436.1	vir_ires_00383.1		Human mastadenovirus D (HAdV-D)		174
vir_ires_00257.1	vir_ires_00257.1		Human mastadenovirus E (HAdV-E)		174
vir_ires_00258.1	vir_ires_00258.1		Human mastadenovirus E (HAdV-E)		174
vir_ires_00259.1	vir_ires_00259.1		Human mastadenovirus E (HAdV-E)		174
vir_ires_00260.1	vir_ires_00260.1		Human mastadenovirus E (HAdV-E)		174
vir_ires_00261.1	vir_ires_00261.1		Human mastadenovirus E (HAdV-E)		174
vir_ires_00262.1	vir_ires_00262.1		Human mastadenovirus E (HAdV-E)		174
vir_ires_00263.1	vir_ires_00263.1		Human mastadenovirus E (HAdV-E)		174
vir_ires_00264.1	vir_ires_00264.1		Human mastadenovirus E (HAdV-E)		174
vir_ires_00265.1	vir_ires_00265.1		Human mastadenovirus E (HAdV-E)		174
vir_ires_00266.1	vir_ires_00266.1		Human mastadenovirus E (HAdV-E)		174
vir_ires_00267.1	vir_ires_00267.1		Human mastadenovirus E (HAdV-E)		174
vir_ires_00425.1	vir_ires_00425.1		Human mastadenovirus E (HAdV-E)		174
vir_ires_00104.1	vir_ires_00104.1		Human mastadenovirus F (HAdV-F)		174
vir_ires_00105.1	vir_ires_00105.1		Human mastadenovirus F (HAdV-F)		174
vir_ires_00106.1	vir_ires_00106.1		Human mastadenovirus F (HAdV-F)		174
vir_ires_00107.1	vir_ires_00107.1		Human mastadenovirus F (HAdV-F)		174
vir_ires_00108.1	vir_ires_00108.1		Human mastadenovirus F (HAdV-F)		174
vir_ires_00109.1	vir_ires_00109.1		Human mastadenovirus F (HAdV-F)		174
vir_ires_00110.1	vir_ires_00110.1		Human mastadenovirus F (HAdV-F)		174
vir_ires_00277.1	vir_ires_00277.1		Human metapneumovirus (HMPV)		174
vir_ires_00155.1	vir_ires_00155.1		Human papillomavirus type 10 (HPV10)		174
vir_ires_00156.1	vir_ires_00156.1		Human papillomavirus type 10 (HPV10)		174
vir_ires_00345.1	vir_ires_00345.1		Human papillomavirus type 101 (HPV101)		174
vir_ires_00346.1	vir_ires_00346.1		Human papillomavirus type 101 (HPV101)		174
vir_ires_00347.1	vir_ires_00347.1		Human papillomavirus type 101 (HPV101)		174
vir_ires_00344.1	vir_ires_00344.1		Human papillomavirus type 103 (HPV103)		174
vir_ires_00403.1	vir_ires_00403.1		Human papillomavirus type 108 (HPV108)		174
vir_ires_00404.1	vir_ires_00404.1		Human papillomavirus type 108 (HPV108)		174
vir_ires_00146.1	vir_ires_00146.1		Human papillomavirus type 16 (HPV16)		174
vir_ires_00147.1	vir_ires_00147.1		Human papillomavirus type 16 (HPV16)		174
vir_ires_00157.1	vir_ires_00157.1		Human papillomavirus type 26 (HPV26)		174
vir_ires_00035.1	vir_ires_00035.1		Human papillomavirus type 31 (HPV31)		174
vir_ires_00036.1	vir_ires_00036.1		Human papillomavirus type 31 (HPV31)		174
vir_ires_00158.1	vir_ires_00158.1		Human papillomavirus type 32 (HPV32)		174
vir_ires_00159.1	vir_ires_00159.1		Human papillomavirus type 32 (HPV32)		174
vir_ires_00160.1	vir_ires_00160.1		Human papillomavirus type 32 (HPV32)		174
vir_ires_00161.1	vir_ires_00161.1		Human papillomavirus type 34 (HPV34)		174
vir_ires_00111.1	vir_ires_00111.1		Human papillomavirus type 4 (HPV4)		174
vir_ires_00112.1	vir_ires_00112.1		Human papillomavirus type 4 (HPV4)		174
vir_ires_00113.1	vir_ires_00113.1		Human papillomavirus type 4 (HPV4)		174
vir_ires_00092.1	vir_ires_00092.1		Human papillomavirus type 41 (HPV4)		174
vir_ires_00093.1	vir_ires_00093.1		Human papillomavirus type 41 (HPV4)		174
vir_ires_00094.1	vir_ires_00094.1		Human papillomavirus type 41 (HPV4)		174
vir_ires_00190.1	vir_ires_00190.1		Human papillomavirus type 48 (HPV48)		174
vir_ires_00191.1	vir_ires_00191.1		Human papillomavirus type 48 (HPV48)		174
vir_ires_00192.1	vir_ires_00192.1		Human papillomavirus type 48 (HPV48)		174
vir_ires_00162.1	vir_ires_00162.1		Human papillomavirus type 49 (HPV49)		174
vir_ires_00163.1	vir_ires_00163.1		Human papillomavirus type 49 (HPV49)		174
vir_ires_00148.1	vir_ires_00148.1		Human papillomavirus type 5 (HPV5)		174
vir_ires_00149.1	vir_ires_00149.1		Human papillomavirus type 5 (HPV5)		174
vir_ires_00150.1	vir_ires_00150.1		Human papillomavirus type 5 (HPV5)		174
vir_ires_00193.1	vir_ires_00193.1		Human papillomavirus type 50 (HPV50)		174
vir_ires_00194.1	vir_ires_00194.1		Human papillomavirus type 50 (HPV50)		174
vir_ires_00195.1	vir_ires_00195.1		Human papillomavirus type 50 (HPV50)		174
vir_ires_00196.1	vir_ires_00196.1		Human papillomavirus type 50 (HPV50)		174
vir_ires_00197.1	vir_ires_00197.1		Human papillomavirus type 50 (HPV50)		174
vir_ires_00164.1	vir_ires_00164.1		Human papillomavirus type 53 (HPV53)		174
vir_ires_00165.1	vir_ires_00165.1		Human papillomavirus type 53 (HPV53)		174
vir_ires_00198.1	vir_ires_00198.1		Human papillomavirus type 60 (HPV60)		174
vir_ires_00199.1	vir_ires_00199.1		Human papillomavirus type 60 (HPV60)		174
vir_ires_00200.1	vir_ires_00200.1		Human papillomavirus type 60 (HPV60)		174
vir_ires_00114.1	vir_ires_00114.1		Human papillomavirus type 63 (HPV63)		174
vir_ires_00115.1	vir_ires_00115.1		Human papillomavirus type 63 (HPV63)		174
vir_ires_00116.1	vir_ires_00116.1		Human papillomavirus type 63 (HPV63)		174
vir_ires_00117.1	vir_ires_00117.1		Human papillomavirus type 63 (HPV63)		174
vir_ires_00095.1	vir_ires_00095.1		Human papillomavirus type 6b (HPV6b)		174
vir_ires_00096.1	vir_ires_00096.1		Human papillomavirus type 6b (HPV6b)		174
vir_ires_00097.1	vir_ires_00097.1		Human papillomavirus type 6b (HPV6b)		174
vir_ires_00166.1	vir_ires_00166.1		Human papillomavirus type 7 (HPV7)		174
vir_ires_00167.1	vir_ires_00167.1		Human papillomavirus type 7 (HPV7)		174
vir_ires_00168.1	vir_ires_00168.1		Human papillomavirus type 7 (HPV7)		174
vir_ires_00365.1	vir_ires_00365.1		Human papillomavirus type 88 (HPV88)		174
vir_ires_00366.1	vir_ires_00366.1		Human papillomavirus type 88 (HPV88)		174
vir_ires_00367.1	vir_ires_00367.1		Human papillomavirus type 88 (HPV88)		174
vir_ires_00169.1	vir_ires_00169.1		Human papillomavirus type 9 (HPV9)		174
vir_ires_00170.1	vir_ires_00170.1		Human papillomavirus type 9 (HPV9)		174
vir_ires_00274.1	vir_ires_00274.1		Human papillomavirus type 90 (candHPV90)		174
vir_ires_00275.1	vir_ires_00275.1		Human papillomavirus type 90 (candHPV90)		174
vir_ires_00276.1	vir_ires_00276.1		Human papillomavirus type 90 (candHPV90)		174
vir_ires_00283.1	vir_ires_00283.1		Human papillomavirus type 92 (HPV92)		174
vir_ires_00284.1	vir_ires_00284.1		Human papillomavirus type 92 (HPV92)		174
vir_ires_00285.1	vir_ires_00285.1		Human papillomavirus type 92 (HPV92)		174
vir_ires_00286.1	vir_ires_00286.1		Human papillomavirus type 92 (HPV92)		174
vir_ires_00290.1	vir_ires_00290.1		Human papillomavirus type 96 (HPV96)		174
vir_ires_00291.1	vir_ires_00291.1		Human papillomavirus type 96 (HPV96)		174
vir_ires_00292.1	vir_ires_00292.1		Human papillomavirus type 96 (HPV96)		174
vir_ires_00321.1	vir_ires_00321.1		Human parvovirus 4 G1		174
vir_ires_00042.1	vir_ires_00042.1		Human parvovirus B19		174
vir_ires_00044.1	vir_ires_00044.1		Human parvovirus B19		174
PV_type1_Mahoney|Human poliovirus 1	PV_type1_Mahoney|Human poliovirus 1	RF00229	Human poliovirus 1		312
vir_ires_00151.1	vir_ires_00151.1		Human polyomavirus 1		174
vir_ires_00152.1	vir_ires_00152.1		Human polyomavirus 1		174
vir_ires_00268.1	vir_ires_00268.1		Human respirovirus 1 (HPIV-1)		174
vir_ires_00532.1	vir_ires_00532.1		Human T-cell leukemia virus type I		182
vir_ires_00542.1	vir_ires_00542.1		Human T-cell leukemia virus type I		264
vir_ires_00549.1	vir_ires_00549.1		Human T-cell leukemia virus type I		42
vir_ires_00135.1	vir_ires_00135.1		Human T-lymphotropic virus 2 (HTLV-2)		174
vir_ires_00546.1	vir_ires_00546.1		Infectious flacherie virus		311
vir_ires_00536.1	vir_ires_00536.1		Infectious pancreatic necrosis virus		119
vir_ires_00322.1	vir_ires_00322.1		Influenza A virus (A/goose/Guangdong/1/1996(H5N1))		174
vir_ires_00323.1	vir_ires_00323.1		Influenza A virus (A/New York/392/2004(H3N2))		174
vir_ires_00437.1	vir_ires_00437.1		Influenza A virus (A/New York/392/2004(H3N2))		174
vir_ires_00253.1	vir_ires_00253.1		Influenza B virus (B/Lee/1940)		174
vir_ires_00348.1	vir_ires_00348.1		Israeli acute paralysis virus (IAPV)		174
vir_ires_00550.1	vir_ires_00550.1		Leishmania RNA virus 1 - 1		447
vir_ires_00418.1	vir_ires_00418.1		Lloviu cuevavirus		174
vir_ires_00419.1	vir_ires_00419.1		Lloviu cuevavirus		174
vir_ires_00289.1	vir_ires_00289.1		Machupo mammarenavirus		174
vir_ires_00171.1	vir_ires_00171.1		Marburg marburgvirus		174
vir_ires_00172.1	vir_ires_00172.1		Marburg marburgvirus		174
vir_ires_00269.1	vir_ires_00269.1		Modoc virus (MODV)		174
vir_ires_00141.1	vir_ires_00141.1		Mouse mammary tumor virus (MMTV)		174
vir_ires_00142.1	vir_ires_00142.1		Mouse mammary tumor virus (MMTV)		174
vir_ires_00533.1	vir_ires_00523.1		Mouse mammary tumor virus (MMTV)		311
